path,verdict,useless,reason,action,bytes,lines,parse_status,sha256_12
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-74774.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2887,93,valid-json,b40a6be82623
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-74854.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2316,72,valid-json,1b6369f3f23e
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75008.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2312,72,valid-json,485de52e620d
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75059.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2316,72,valid-json,41cbff9165ae
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75113.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2310,72,valid-json,9e757f880d2b
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75141.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2308,72,valid-json,65747297528f
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75157.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,3580,114,valid-json,957ab59ffe76
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75290.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2312,72,valid-json,708b3b4be4da
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75529.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,ecd21b86be75
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75552.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2310,72,valid-json,0f637f9af73a
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75557.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,00d85d83a994
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-75615.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,9abb56ba486c
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-80394.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2282,72,valid-json,929f8a86113d
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-80932.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2312,72,valid-json,679183976444
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-80974.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2956,93,valid-json,19689bc39c77
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-80984.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2318,72,valid-json,b12599d4681b
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81008.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,693770e1206f
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81018.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,213b32a743f5
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81094.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2324,72,valid-json,8ea29ce0d4a7
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81572.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,773e84929b09
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81577.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2310,72,valid-json,10ad3c5355b0
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81662.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2942,93,valid-json,ced6e68320f1
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81669.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2318,72,valid-json,836a04bfd0c6
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81699.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2318,72,valid-json,d65769c612a6
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81701.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,9fa50b30e7e9
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81749.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2308,72,valid-json,5b0d542e2ba0
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-81760.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,d562b0508837
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-82148.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,5d379030e4b7
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-82189.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,24f6a2f4a393
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-82272.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2308,72,valid-json,b5d98ba4e3f5
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-82365.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2316,72,valid-json,84316cc00140
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-82491.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2855,93,valid-json,578bd53d6e1e
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-82800.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2909,93,valid-json,6c51f656d713
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-82847.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2304,72,valid-json,094b5c105fda
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-82922.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,2806bb72addb
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-82933.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2322,72,valid-json,85b7ff8711df
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-83424.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,c1b6c350f7a3
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-83436.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2875,93,valid-json,d8b214fdc2cc
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-83556.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2308,72,valid-json,5b5d1bf6a15c
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-84092.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2318,72,valid-json,e38683c37be5
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-84133.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,3586,114,valid-json,87cd72b5dd9a
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-84152.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,3578,114,valid-json,66e2fd11f25f
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-84287.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2932,93,valid-json,4b6b66b371a7
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-84791.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2300,72,valid-json,8a829620f8cc
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-84795.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2318,72,valid-json,b04474e63cd9
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-84948.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2326,72,valid-json,aaa05eced50b
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-85305.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,3584,114,valid-json,f7c5906d1416
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-85371.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,187c700b7a9f
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-85487.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,81322d8daec6
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-85582.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2883,93,valid-json,76a0d9705e6a
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-85979.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2237,72,valid-json,dffd8f8b06c9
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-86043.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,da8b1f96c0e0
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-86054.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,3574,114,valid-json,d1c7f334be14
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-86095.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,9cbb9a72e44f
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-86165.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,deafab92462e
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-86169.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2322,72,valid-json,153dc7a980b9
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-86558.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2322,72,valid-json,7c1b73c564a7
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-86640.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,140297dac058
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-86917.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2881,93,valid-json,0636ece18629
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87104.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,c99245e0fa71
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87229.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2308,72,valid-json,c0ac65f9a954
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87273.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2310,72,valid-json,fd518a01ed9a
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87667.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2312,72,valid-json,020cf9e997a4
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87692.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2312,72,valid-json,cf9169e6d09e
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87697.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2304,72,valid-json,2d831c01e49b
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87732.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2318,72,valid-json,0ba7ac9974bb
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87734.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2294,72,valid-json,148c1dc5730a
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87812.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2312,72,valid-json,45bf7ad69ef6
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87894.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,4153bea48c31
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-87957.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2312,72,valid-json,bdf2159f70a4
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-88374.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,98df84b577f7
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-88516.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2332,72,valid-json,d0ec089749a2
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89032.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,64d5e9f2d04c
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89107.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,47696273f17d
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89423.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,5a520f23c427
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89449.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2306,72,valid-json,1f151e20f821
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89458.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,1e675b45b2d3
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89504.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,5f9f8e9d3fe4
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89538.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2316,72,valid-json,a33c5b5ae408
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89645.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2915,93,valid-json,606ff169a71d
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89701.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2958,93,valid-json,64ae8296db1c
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89711.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2316,72,valid-json,52538946a32d
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-89824.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2328,72,valid-json,21736dd19651
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90054.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2314,72,valid-json,7a2084b9399d
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90078.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,39fd3c36d852
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90125.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2290,72,valid-json,074c0544837a
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90160.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2885,93,valid-json,c66d9ca1d84a
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90168.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2936,93,valid-json,155f39410196
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90198.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2294,72,valid-json,ead52b2cd243
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90580.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2925,93,valid-json,f37b5a693ede
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90613.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2318,72,valid-json,e06252f7bf29
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90622.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,29face333d7f
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90639.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,7f374f02d0c5
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-90823.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2320,72,valid-json,2286ba5151a4
frontend/public/data/cases/person-4-34143c6a-6a1b-4864-a68e-0d38c967b901-91199.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2312,72,valid-json,556129d26b89
